id	question	doc-id-list	answers
-7982507195000507132	where does the energy needed to produce atp come from	846417750_337-1297	Cellular respiration is a set of metabolic reactions and processes that take place in the cells of organisms to convert biochemical energy from nutrients into adenosine triphosphate (ATP), and then release waste products. Although cellular respiration is technically a combustion reaction, it clearly does not resemble one when it occurs in a living cell because of the slow release of energy from the series of reactions.
-7070129514988586723	where does the custom of toasting come from	817115950_1378-2239	"According to various apocryphal stories, the custom of touching glasses evolved from concerns about poisoning; by clinking glasses together, each drink spills over into the others.  According to other stories, the word toast became associated with the custom in the 17th century, based on a custom of flavoring drinks with spiced toast.  The International Handbook on Alcohol and Culture says toasting ""is probably a secular vestige of ancient sacrificial libations in which a sacred liquid was offered to the gods: blood or wine in exchange for a wish."""
-6361780819994127963	how many flights of stairs does the eiffel tower have	865857578_2567-3103	The tower has three levels, the climb from ground level to the first level is over 300 steps , as is the climb from the first level to the second. Although there is a staircase to the top level , it is usually accessible only by lift.
3189437583515908911	who was the murderer in and then there were none	821711146_10639-11304	In And Then There Were None, Wargrave was the killer in both original and alternate endings of the book.
6558105370337160989	when did women get the right to vote in the uk	835369969_4876-5584	In 1918, a coalition government passed the Representation of the People Act 1918, enfranchising all men, as well as all women over the age of 30 who met minimum property qualifications. In 1928, the Conservative government passed the Representation of the People (Equal Franchise) Act giving the vote to all women over the age of 21 on equal terms with men.
-8871767433699200377	who invented the telescope during the scientific revolution	828628000_147-856	The earliest known telescope appeared in 1608 in the Netherlands invented by an eyeglass maker named Hans Lippershey.  In 1611, Johannes Kepler described how a far more useful telescope could be made with a convex objective lens and a convex eyepiece lens.
-7573322664258725651	meaning of the sun in the philippine flag	849785299_4399-5515	"The eight - rayed golden sun symbolizing unity , freedom , people 's democracy , and sovereignty .
However , according to the Declaration of Independence and a research by UP Professor Ambeth Ocampo , the rays of the sun symbolized the first 8 provinces of the Philippines which was declared under martial law during the First Philippine Revolution ."
8315119684102891549	what does a duck billed platypus look like	830769116_4962-5940	The body and the broad, flat tail of the platypus are covered with dense, brown fur.  It has webbed feet and a large, rubbery duck - like snout which is a sensory organ with the mouth on the underside.  The nostrils are located on the dorsal surface of the snout.  The eyes and ears are located in a groove set just back from it.
8261231145937590082	where did a series of unfortunate events take place	844617642_3864-5417	"The books seem to be set in an alternate, ``timeless'' world. Although the film version sets the Baudelaires' mansion in the city of Boston, Massachusetts, real places rarely appear in the books, although some are mentioned.  For example, in The Ersatz Elevator, a book in Jerome and Esmé Squalor's library was titled ""Trout, In France They're Out""; there are also references to the fictional nobility of North American regions, specifically the Duchess of Winnipeg and the King of Arizona.::The books seem to be set in an alternate, ``timeless'' world. Although the film version sets the Baudelaires' mansion in the city of Boston, Massachusetts. real places rarely appear in the books."
-7839028873055302069	what were the results of war of 1812	865365018_96-1125	The main result of the war was two centuries of peace between the United States and Britain. The U.S. failed to gain any territory from British North America, contrary to many American politicians ' hopes and expectations, but it did gain land from Spain.
-918858878170415570	influence of roman catholic church on music in middle ages	815949942_30217-31137	Around AD 1011, the Roman Catholic Church wanted to standardize the Mass and chant across its empire.  Pope Gregory I and Charlemagne sent trained singers throughout the Holy Roman Empire to teach this new form of chant.  This body of chant became known as Gregorian Chant, and by the 12th and 13th centuries, Gregorian chant had superseded all the other Western chant traditions, with the exception of the Ambrosian chant in Milan and the Mozarabic chant in a few specially designated Spanish chapels.::Around AD 1011, the Roman Catholic Church wanted to standardize the Mass and chant across its empire.  This body of chant became known as Gregorian Chant, and by the 12th and 13th centuries, Gregorian chant had superseded all the other Western chant traditions.
